timestamp,port,url,input,title,scheme,webserver,content_type,method,host,path,time,a,aaaa,cname,tech,words,lines,status_code,content_length,failed,cdn_name,cdn_type,cdn,final_url,resolvers,body_preview
2026-03-02T09:01:52.000000+00:00,2087,http://shop.example.com:2087,http://shop.example.com:2087,400 The plain HTTP request was sent to HTTPS port,http,cloudflare,text/html,GET,shop.example.com,/,241.5ms,"[""198.51.100.2""]",,,,120,20,400,1024,false,cloudflare,waf,true,http://shop.example.com:2087/,"[""203.0.113.1:53""]",
2026-03-02T09:01:59.000000+00:00,2096,http://shop.example.com:2096,http://shop.example.com:2096,400 The plain HTTP request was sent to HTTPS port,http,cloudflare,text/html,GET,shop.example.com,/,241.5ms,"[""198.51.100.2""]",,,,120,20,400,1024,false,cloudflare,waf,true,http://shop.example.com:2096/,"[""203.0.113.1:53""]",
2026-03-02T09:02:06.000000+00:00,8443,http://shop.example.com:8443,http://shop.example.com:8443,400 The plain HTTP request was sent to HTTPS port,http,cloudflare,text/html,GET,shop.example.com,/,241.5ms,"[""198.51.100.2""]",,,,120,20,400,1024,false,cloudflare,waf,true,http://shop.example.com:8443/,"[""203.0.113.1:53""]",
2026-03-02T09:02:13.000000+00:00,443,https://shop.example.com:443,https://shop.example.com:443,Example Shop,https,cloudflare,text/html,GET,shop.example.com,/,241.5ms,"[""198.51.100.2""]",,,"[""Cloudflare"", ""WordPress""]",120,20,200,1024,false,cloudflare,waf,true,https://shop.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:02:20.000000+00:00,8080,http://ci.example.com:8080,http://ci.example.com:8080,Dashboard [Jenkins],http,Jetty(9.4.z-SNAPSHOT),text/html,GET,ci.example.com,/,241.5ms,"[""198.51.100.20""]",,,"[""Jenkins"", ""Java""]",120,20,200,1024,false,,,false,http://ci.example.com:8080/,"[""203.0.113.1:53""]",Welcome to Jenkins!
2026-03-02T09:02:27.000000+00:00,443,https://k8s.example.com:443,https://k8s.example.com:443,Kubernetes Dashboard,https,,text/html,GET,k8s.example.com,/,241.5ms,"[""198.51.100.21""]",,,"[""Kubernetes""]",120,20,200,1024,false,,,false,https://k8s.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:02:34.000000+00:00,443,https://db-admin.example.com:443,https://db-admin.example.com:443,phpMyAdmin,https,Apache/2.4.41,text/html,GET,db-admin.example.com,/,241.5ms,"[""198.51.100.22""]",,,"[""PHP"", ""Apache HTTP Server""]",120,20,200,1024,false,,,false,https://db-admin.example.com:443/,"[""203.0.113.1:53""]",pma_username
2026-03-02T09:02:41.000000+00:00,3000,https://metrics.example.com:3000,https://metrics.example.com:3000,Grafana,https,,text/html,GET,metrics.example.com,/,241.5ms,"[""198.51.100.23""]",,,"[""Grafana""]",120,20,200,1024,false,,,false,https://metrics.example.com:3000/,"[""203.0.113.1:53""]",
2026-03-02T09:02:48.000000+00:00,443,https://vpn.example.com:443,https://vpn.example.com:443,GlobalProtect Portal,https,,text/html,GET,vpn.example.com,/,241.5ms,"[""198.51.100.24""]",,,,120,20,200,1024,false,,,false,https://vpn.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:02:55.000000+00:00,443,https://mail.example.com:443,https://mail.example.com:443,Outlook Web App,https,Microsoft-IIS/10.0,text/html,GET,mail.example.com,/,241.5ms,"[""198.51.100.25""]",,,,120,20,200,1024,false,,,false,https://mail.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:03:02.000000+00:00,443,https://blog-old.example.com:443,https://blog-old.example.com:443,Web App - Unavailable,https,,text/html,GET,blog-old.example.com,/,241.5ms,,,"[""blog-old-prod.azurewebsites.net""]",,120,20,404,1024,false,,,false,https://blog-old.example.com:443/,"[""203.0.113.1:53""]",Web App - Unavailable
2026-03-02T09:03:09.000000+00:00,443,https://legacy.example.com:443,https://legacy.example.com:443,,https,cloudflare,text/html,GET,legacy.example.com,/,241.5ms,"[""198.51.100.3""]",,"[""legacy.example.com.cdn.cloudflare.net""]",,120,20,525,1024,false,cloudflare,waf,true,https://legacy.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:03:16.000000+00:00,443,https://gone.example.com:443,https://gone.example.com:443,,https,cloudflare,text/html,GET,gone.example.com,/,241.5ms,"[""198.51.100.4""]",,,,120,20,530,1024,false,cloudflare,waf,true,https://gone.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:03:23.000000+00:00,80,http://legacy-app.example.com:80,http://legacy-app.example.com:80,Intranet Portal,http,Microsoft-IIS/6.0,text/html,GET,legacy-app.example.com,/,241.5ms,"[""198.51.100.30""]",,,"[""IIS"", ""Windows Server 2003""]",120,20,200,1024,false,,,false,http://legacy-app.example.com:80/,"[""203.0.113.1:53""]",
2026-03-02T09:03:30.000000+00:00,80,http://portal.example.com:80,http://portal.example.com:80,Sign in,http,nginx/1.18.0,text/html,GET,portal.example.com,/,241.5ms,"[""198.51.100.31""]",,,"[""nginx""]",120,20,200,1024,false,,,false,http://portal.example.com:80/,"[""203.0.113.1:53""]",
2026-03-02T09:03:37.000000+00:00,443,https://api.example.com:443,https://api.example.com:443,API Gateway,https,cloudflare,application/json,GET,api.example.com,/,241.5ms,"[""198.51.100.5""]",,"[""api.example.com.cdn.cloudflare.net""]",,120,20,200,1024,false,cloudflare,waf,true,https://api.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:03:44.000000+00:00,8443,https://api.example.com:8443,https://api.example.com:8443,API Gateway,https,nginx/1.20.1,application/json,GET,api.example.com,/,241.5ms,"[""203.0.113.55""]",,,,120,20,200,1024,false,,,false,https://api.example.com:8443/,"[""203.0.113.1:53""]",
2026-03-02T09:03:51.000000+00:00,443,https://uat-portal.example.com:443,https://uat-portal.example.com:443,Example Portal (UAT),https,nginx/1.20.1,text/html,GET,uat-portal.example.com,/,241.5ms,"[""198.51.100.40""]",,,"[""nginx"", ""React""]",120,20,200,1024,false,,,false,https://uat-portal.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:03:58.000000+00:00,443,https://dev.example.com:443,https://dev.example.com:443,Example Dev,https,nginx/1.20.1,text/html,GET,dev.example.com,/,241.5ms,"[""198.51.100.41""]",,,,120,20,200,1024,false,,,false,https://dev.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:04:05.000000+00:00,443,https://new1.example.com:443,https://new1.example.com:443,IIS Windows Server,https,Microsoft-IIS/10.0,text/html,GET,new1.example.com,/,241.5ms,"[""198.51.100.50""]",,,,120,20,200,1024,false,,,false,https://new1.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:04:12.000000+00:00,443,https://new2.example.com:443,https://new2.example.com:443,Welcome to nginx!,https,nginx/1.18.0,text/html,GET,new2.example.com,/,241.5ms,"[""198.51.100.51""]",,,,120,20,200,1024,false,,,false,https://new2.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:04:19.000000+00:00,443,https://files.example.com:443,https://files.example.com:443,Index of /,https,Apache/2.4.41,text/html,GET,files.example.com,/,241.5ms,"[""198.51.100.52""]",,,,120,20,200,1024,false,,,false,https://files.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:04:26.000000+00:00,443,https://app-broken.example.com:443,https://app-broken.example.com:443,Whitelabel Error Page,https,,text/html,GET,app-broken.example.com,/,241.5ms,"[""198.51.100.53""]",,,"[""Spring""]",120,20,500,1024,false,,,false,https://app-broken.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:04:33.000000+00:00,443,https://site1.example.com:443,https://site1.example.com:443,Site 1,https,nginx/1.20.1,text/html,GET,site1.example.com,/,241.5ms,"[""198.51.100.100""]",,,,120,20,200,1024,false,,,false,https://site1.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:04:40.000000+00:00,443,https://site2.example.com:443,https://site2.example.com:443,Site 2,https,nginx/1.20.1,text/html,GET,site2.example.com,/,241.5ms,"[""198.51.100.100""]",,,,120,20,200,1024,false,,,false,https://site2.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:04:47.000000+00:00,443,https://site3.example.com:443,https://site3.example.com:443,Site 3,https,nginx/1.20.1,text/html,GET,site3.example.com,/,241.5ms,"[""198.51.100.100""]",,,,120,20,200,1024,false,,,false,https://site3.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:04:54.000000+00:00,443,https://site4.example.com:443,https://site4.example.com:443,Site 4,https,nginx/1.20.1,text/html,GET,site4.example.com,/,241.5ms,"[""198.51.100.100""]",,,,120,20,200,1024,false,,,false,https://site4.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:05:01.000000+00:00,443,https://site5.example.com:443,https://site5.example.com:443,Site 5,https,nginx/1.20.1,text/html,GET,site5.example.com,/,241.5ms,"[""198.51.100.100""]",,,,120,20,200,1024,false,,,false,https://site5.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:05:08.000000+00:00,443,https://site6.example.com:443,https://site6.example.com:443,Site 6,https,nginx/1.20.1,text/html,GET,site6.example.com,/,241.5ms,"[""198.51.100.100""]",,,,120,20,200,1024,false,,,false,https://site6.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:05:15.000000+00:00,443,https://site7.example.com:443,https://site7.example.com:443,Site 7,https,nginx/1.20.1,text/html,GET,site7.example.com,/,241.5ms,"[""198.51.100.100""]",,,,120,20,200,1024,false,,,false,https://site7.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:05:22.000000+00:00,443,https://site8.example.com:443,https://site8.example.com:443,Site 8,https,nginx/1.20.1,text/html,GET,site8.example.com,/,241.5ms,"[""198.51.100.100""]",,,,120,20,200,1024,false,,,false,https://site8.example.com:443/,"[""203.0.113.1:53""]",
2026-03-02T09:05:29.000000+00:00,7001,http://app-server.example.com:7001,http://app-server.example.com:7001,Oracle WebLogic Server,http,,text/html,GET,app-server.example.com,/,241.5ms,"[""198.51.100.60""]",,,,120,20,200,1024,false,,,false,http://app-server.example.com:7001/,"[""203.0.113.1:53""]",
2026-03-02T09:05:36.000000+00:00,443,https://direct.example.com:443,https://direct.example.com:443,Internal Tools,https,Apache/2.4.41,text/html,GET,direct.example.com,/,241.5ms,"[""203.0.113.77""]",,,,120,20,200,1024,false,,,false,https://direct.example.com:443/,"[""203.0.113.1:53""]",
